Log Name,File Name,c_i,c_d,c_p
test1541937.run0664.train_1200_16_instance_1515.log,train_1200_16_instance_1515,426.1945,408.0729,254.0
test1541937.run0665.train_1200_16_instance_1529.log,train_1200_16_instance_1529,429.4142,409.3622,268.0
test1541937.run0666.train_1200_16_instance_1538.log,train_1200_16_instance_1538,430.0155,410.7368,260.0
test1541937.run0667.train_1200_16_instance_1560.log,train_1200_16_instance_1560,434.2636,411.6953,264.0
test1541937.run0668.train_1200_16_instance_1613.log,train_1200_16_instance_1613,430.7427,410.5825,255.0
test1541937.run0669.train_1200_16_instance_1636.log,train_1200_16_instance_1636,430.6657,411.3815,260.0
test1541937.run0670.train_1200_16_instance_1671.log,train_1200_16_instance_1671,432.5395,411.9281,255.0
test1541937.run0671.train_1200_16_instance_1728.log,train_1200_16_instance_1728,430.6401,411.6098,264.0
test1541937.run0672.train_1200_16_instance_1766.log,train_1200_16_instance_1766,425.1123,407.036,253.0
test1541937.run0673.train_1200_16_instance_1792.log,train_1200_16_instance_1792,429.1899,410.9496,257.0
test1541937.run0674.train_1200_16_instance_1801.log,train_1200_16_instance_1801,429.1201,408.4074,256.0
test1541937.run0675.train_1200_16_instance_1896.log,train_1200_16_instance_1896,431.837,411.9262,270.0
test1541937.run0676.train_1200_16_instance_1946.log,train_1200_16_instance_1946,429.4119,409.6388,247.0
test1541937.run0677.train_1200_16_instance_1973.log,train_1200_16_instance_1973,427.6227,408.7774,260.0
test1541937.run0678.train_1200_16_instance_202.log,train_1200_16_instance_202,427.4039,409.7395,258.0
test1541937.run0679.train_1200_16_instance_2054.log,train_1200_16_instance_2054,429.3264,409.8295,255.0
test1541937.run0680.train_1200_16_instance_2113.log,train_1200_16_instance_2113,430.2392,411.5099,258.0
test1541937.run0681.train_1200_16_instance_2122.log,train_1200_16_instance_2122,433.1639,411.1624,267.0
test1541937.run0682.train_1200_16_instance_2156.log,train_1200_16_instance_2156,432.1596,411.6566,269.0
test1541937.run0683.train_1200_16_instance_2159.log,train_1200_16_instance_2159,429.3594,411.071,261.0
test1541937.run0684.train_1200_16_instance_218.log,train_1200_16_instance_218,427.6162,409.3627,256.0
test1541937.run0685.train_1200_16_instance_2399.log,train_1200_16_instance_2399,427.98,410.3667,273.0
test1541937.run0686.train_1200_16_instance_2420.log,train_1200_16_instance_2420,430.671,410.5176,253.0
test1541937.run0687.train_1200_16_instance_2497.log,train_1200_16_instance_2497,429.9969,410.7591,267.0
test1541937.run0688.train_1200_16_instance_2537.log,train_1200_16_instance_2537,434.5238,411.9336,260.0
test1541937.run0689.train_1200_16_instance_2541.log,train_1200_16_instance_2541,428.0251,408.7473,260.0
test1541937.run0690.train_1200_16_instance_2543.log,train_1200_16_instance_2543,434.7701,412.2948,267.0
test1541937.run0691.train_1200_16_instance_2570.log,train_1200_16_instance_2570,433.2161,411.0983,264.0
test1541937.run0692.train_1200_16_instance_261.log,train_1200_16_instance_261,427.6311,409.0136,253.0
test1541937.run0693.train_1200_16_instance_2698.log,train_1200_16_instance_2698,434.9988,413.7509,275.0
test1541937.run0694.train_1200_16_instance_2713.log,train_1200_16_instance_2713,431.3491,410.9428,255.0
test1541937.run0695.train_1200_16_instance_2744.log,train_1200_16_instance_2744,429.2773,410.8347,270.0
test1541937.run0696.train_1200_16_instance_2774.log,train_1200_16_instance_2774,429.6947,409.8978,251.0
test1541937.run0697.train_1200_16_instance_2779.log,train_1200_16_instance_2779,430.96,411.4199,256.0
test1541937.run0698.train_1200_16_instance_2787.log,train_1200_16_instance_2787,429.7332,410.3948,260.0
test1541937.run0699.train_1200_16_instance_2824.log,train_1200_16_instance_2824,432.3323,411.2395,261.0
test1541937.run0730.train_1200_16_instance_3.log,train_1200_16_instance_3,428.1676,410.1051,273.0
test1541937.run0700.train_1200_16_instance_3011.log,train_1200_16_instance_3011,429.4658,410.5407,252.0
test1541937.run0701.train_1200_16_instance_3032.log,train_1200_16_instance_3032,429.682,409.0492,249.0
test1541937.run0702.train_1200_16_instance_3042.log,train_1200_16_instance_3042,431.5369,409.9395,267.0
test1541937.run0703.train_1200_16_instance_3047.log,train_1200_16_instance_3047,433.7571,411.2173,265.0
test1541937.run0704.train_1200_16_instance_3098.log,train_1200_16_instance_3098,432.7389,411.848,267.0
test1541937.run0705.train_1200_16_instance_3100.log,train_1200_16_instance_3100,432.1452,411.5573,261.0
test1541937.run0706.train_1200_16_instance_3121.log,train_1200_16_instance_3121,432.0342,411.8946,260.0
test1541937.run0707.train_1200_16_instance_3124.log,train_1200_16_instance_3124,426.3443,409.4855,267.0
test1541937.run0708.train_1200_16_instance_3133.log,train_1200_16_instance_3133,431.6362,410.5471,253.0
test1541937.run0709.train_1200_16_instance_3196.log,train_1200_16_instance_3196,430.451,411.7173,258.0
test1541937.run0710.train_1200_16_instance_3214.log,train_1200_16_instance_3214,428.3362,410.0895,261.0
test1541937.run0711.train_1200_16_instance_3248.log,train_1200_16_instance_3248,433.3135,411.8604,258.0
test1541937.run0712.train_1200_16_instance_3258.log,train_1200_16_instance_3258,427.4716,409.6369,259.0
test1541937.run0713.train_1200_16_instance_3291.log,train_1200_16_instance_3291,431.2179,410.7045,268.0
test1541937.run0714.train_1200_16_instance_3315.log,train_1200_16_instance_3315,430.9675,410.8284,254.0
test1541937.run0715.train_1200_16_instance_3420.log,train_1200_16_instance_3420,432.6069,410.9489,252.0
test1541937.run0716.train_1200_16_instance_3434.log,train_1200_16_instance_3434,432.5714,411.727,264.0
test1541937.run0717.train_1200_16_instance_3511.log,train_1200_16_instance_3511,429.9879,410.9391,261.0
test1541937.run0718.train_1200_16_instance_3519.log,train_1200_16_instance_3519,428.628,408.6061,256.0
test1541937.run0719.train_1200_16_instance_3551.log,train_1200_16_instance_3551,432.7409,410.1152,263.0
test1541937.run0720.train_1200_16_instance_3584.log,train_1200_16_instance_3584,427.0448,409.089,253.0
test1541937.run0722.train_1200_16_instance_36.log,train_1200_16_instance_36,433.2092,411.5581,253.0
test1541937.run0721.train_1200_16_instance_3683.log,train_1200_16_instance_3683,434.9161,412.7374,255.0
test1541937.run0723.train_1200_16_instance_3735.log,train_1200_16_instance_3735,428.7107,409.5658,261.0
test1541937.run0724.train_1200_16_instance_3763.log,train_1200_16_instance_3763,432.1983,412.2841,266.0
test1541937.run0725.train_1200_16_instance_378.log,train_1200_16_instance_378,432.2331,410.9173,262.0
test1541937.run0726.train_1200_16_instance_3891.log,train_1200_16_instance_3891,433.6103,411.3065,263.0
test1541937.run0727.train_1200_16_instance_3900.log,train_1200_16_instance_3900,429.0489,410.0192,257.0
test1541937.run0728.train_1200_16_instance_3901.log,train_1200_16_instance_3901,431.7253,411.6945,263.0
test1541937.run0729.train_1200_16_instance_3926.log,train_1200_16_instance_3926,431.5257,411.6644,254.0
test1541937.run0731.train_1200_16_instance_434.log,train_1200_16_instance_434,429.0081,411.0545,269.0
test1541937.run0732.train_1200_16_instance_464.log,train_1200_16_instance_464,430.2644,409.436,259.0
test1541937.run0733.train_1200_16_instance_506.log,train_1200_16_instance_506,435.4564,412.2967,268.0
test1541937.run0734.train_1200_16_instance_678.log,train_1200_16_instance_678,432.3872,411.802,250.0
test1541937.run0735.train_1200_16_instance_781.log,train_1200_16_instance_781,426.5577,408.6267,258.0
test1541937.run0736.train_1200_16_instance_795.log,train_1200_16_instance_795,430.6108,411.5286,262.0
test1541937.run0737.train_1200_16_instance_85.log,train_1200_16_instance_85,427.3947,410.2686,273.0
test1541937.run0738.train_1200_16_instance_881.log,train_1200_16_instance_881,432.1944,412.6033,257.0
test1541937.run0739.train_1200_16_instance_89.log,train_1200_16_instance_89,430.4516,410.1351,256.0
test1541937.run0740.train_1200_16_instance_926.log,train_1200_16_instance_926,432.6262,412.1255,258.0
test1541937.run0741.train_1200_16_instance_927.log,train_1200_16_instance_927,433.1135,411.0818,256.0
test1541937.run0742.train_1200_16_instance_947.log,train_1200_16_instance_947,436.148,414.4103,269.0
test1541937.run0743.train_1200_16_instance_954.log,train_1200_16_instance_954,430.6679,410.5717,262.0
test1541937.run0744.train_1200_2_instance_1199.log,train_1200_2_instance_1199,-1e+30,-1e+30,1e+30
test1541937.run0745.train_1200_2_instance_1357.log,train_1200_2_instance_1357,-1e+30,-1e+30,1e+30
test1541937.run0746.train_1200_2_instance_2099.log,train_1200_2_instance_2099,694.5,694.5,694.0
test1541937.run0747.train_1200_2_instance_2118.log,train_1200_2_instance_2118,688.5,688.5,688.0
test1541937.run0748.train_1200_2_instance_214.log,train_1200_2_instance_214,703.5,703.5,703.0
test1541937.run0749.train_1200_2_instance_2868.log,train_1200_2_instance_2868,-1e+30,-1e+30,1e+30
test1541937.run0750.train_1200_2_instance_3886.log,train_1200_2_instance_3886,684.5,684.5,684.0
test1541937.run0751.train_1200_2_instance_747.log,train_1200_2_instance_747,-1e+30,-1e+30,1e+30
test1541937.run0752.train_1200_2_instance_863.log,train_1200_2_instance_863,-1e+30,-1e+30,1e+30
test1541937.run0753.train_1200_32_instance_1033.log,train_1200_32_instance_1033,357.7655,347.4493,166.0
test1541937.run0754.train_1200_32_instance_1083.log,train_1200_32_instance_1083,359.1854,347.5056,169.0
test1541937.run0755.train_1200_32_instance_1092.log,train_1200_32_instance_1092,359.6182,349.0066,167.0
test1541937.run0756.train_1200_32_instance_1098.log,train_1200_32_instance_1098,357.993,347.1486,171.0
test1541937.run0757.train_1200_32_instance_1120.log,train_1200_32_instance_1120,356.8639,346.5156,170.0
test1541937.run0758.train_1200_32_instance_1130.log,train_1200_32_instance_1130,359.6729,348.8736,174.0
test1541937.run0759.train_1200_32_instance_1193.log,train_1200_32_instance_1193,356.1975,344.6887,169.0
test1541937.run0760.train_1200_32_instance_1280.log,train_1200_32_instance_1280,357.1401,346.5121,164.0
test1541937.run0761.train_1200_32_instance_1281.log,train_1200_32_instance_1281,358.3301,346.9282,171.0
test1541937.run0762.train_1200_32_instance_1285.log,train_1200_32_instance_1285,359.7862,349.4187,169.0
test1541937.run0763.train_1200_32_instance_1288.log,train_1200_32_instance_1288,356.8707,345.5855,163.0
test1541937.run0764.train_1200_32_instance_1330.log,train_1200_32_instance_1330,357.6012,346.7721,170.0
test1541937.run0765.train_1200_32_instance_1355.log,train_1200_32_instance_1355,356.5937,345.9785,168.0
test1541937.run0766.train_1200_32_instance_1436.log,train_1200_32_instance_1436,357.5816,347.5311,156.0
test1541937.run0767.train_1200_32_instance_1467.log,train_1200_32_instance_1467,359.8301,348.9999,161.0
test1541937.run0768.train_1200_32_instance_1502.log,train_1200_32_instance_1502,357.8476,346.0203,170.0
test1541937.run0769.train_1200_32_instance_1542.log,train_1200_32_instance_1542,358.4381,346.8223,163.0
test1541937.run0770.train_1200_32_instance_1580.log,train_1200_32_instance_1580,359.1822,347.5858,170.0
test1541937.run0771.train_1200_32_instance_1608.log,train_1200_32_instance_1608,359.1853,347.5213,166.0
test1541937.run0772.train_1200_32_instance_1653.log,train_1200_32_instance_1653,357.5251,345.7282,164.0
test1541937.run0773.train_1200_32_instance_1688.log,train_1200_32_instance_1688,357.0822,345.725,168.0
test1541937.run0774.train_1200_32_instance_1810.log,train_1200_32_instance_1810,357.1216,345.2021,163.0
test1541937.run0775.train_1200_32_instance_1838.log,train_1200_32_instance_1838,359.8964,348.8841,167.0
test1541937.run0776.train_1200_32_instance_1909.log,train_1200_32_instance_1909,357.3571,346.6124,163.0
test1541937.run0777.train_1200_32_instance_1943.log,train_1200_32_instance_1943,358.0364,346.5154,169.0
test1541937.run0778.train_1200_32_instance_197.log,train_1200_32_instance_197,360.9163,348.401,169.0
test1541937.run0779.train_1200_32_instance_200.log,train_1200_32_instance_200,358.0093,347.5717,166.0
test1541937.run0780.train_1200_32_instance_2021.log,train_1200_32_instance_2021,358.9397,347.8578,167.0
test1541937.run0781.train_1200_32_instance_2288.log,train_1200_32_instance_2288,358.4311,346.2708,166.0
test1541937.run0782.train_1200_32_instance_2293.log,train_1200_32_instance_2293,355.7116,345.3576,165.0
test1541937.run0783.train_1200_32_instance_2318.log,train_1200_32_instance_2318,356.6613,345.9702,165.0
test1541937.run0784.train_1200_32_instance_2344.log,train_1200_32_instance_2344,358.5055,347.6392,171.0
test1541937.run0785.train_1200_32_instance_2349.log,train_1200_32_instance_2349,357.1434,346.1718,167.0
test1541937.run0786.train_1200_32_instance_2370.log,train_1200_32_instance_2370,356.4447,346.1948,172.0
test1541937.run0787.train_1200_32_instance_2397.log,train_1200_32_instance_2397,357.503,345.9957,172.0
test1541937.run0788.train_1200_32_instance_244.log,train_1200_32_instance_244,357.3105,345.8087,165.0
test1541937.run0789.train_1200_32_instance_2469.log,train_1200_32_instance_2469,356.2941,345.0321,162.0
test1541937.run0790.train_1200_32_instance_2477.log,train_1200_32_instance_2477,359.254,348.3045,173.0
test1541937.run0791.train_1200_32_instance_2531.log,train_1200_32_instance_2531,359.3974,347.4988,171.0
test1541937.run0792.train_1200_32_instance_2617.log,train_1200_32_instance_2617,358.0421,346.8389,167.0
test1541937.run0793.train_1200_32_instance_2653.log,train_1200_32_instance_2653,359.4466,348.6195,174.0
test1541937.run0794.train_1200_32_instance_2662.log,train_1200_32_instance_2662,358.6869,347.4646,159.0
test1541937.run0795.train_1200_32_instance_2708.log,train_1200_32_instance_2708,357.2887,346.1341,160.0
test1541937.run0796.train_1200_32_instance_2709.log,train_1200_32_instance_2709,358.4895,347.1592,170.0
test1541937.run0797.train_1200_32_instance_2770.log,train_1200_32_instance_2770,357.8203,348.0672,166.0
test1541937.run0798.train_1200_32_instance_2784.log,train_1200_32_instance_2784,357.2895,346.398,166.0
test1541937.run0799.train_1200_32_instance_2855.log,train_1200_32_instance_2855,356.2872,345.4626,168.0
test1541937.run0800.train_1200_32_instance_2856.log,train_1200_32_instance_2856,358.157,346.7871,171.0
test1541937.run0801.train_1200_32_instance_292.log,train_1200_32_instance_292,357.8508,347.5941,161.0
test1541937.run0802.train_1200_32_instance_2977.log,train_1200_32_instance_2977,357.4506,346.1934,171.0
test1541937.run0803.train_1200_32_instance_3085.log,train_1200_32_instance_3085,360.0079,348.4802,162.0
test1541937.run0804.train_1200_32_instance_3092.log,train_1200_32_instance_3092,358.5524,347.3495,173.0
test1541937.run0806.train_1200_32_instance_315.log,train_1200_32_instance_315,356.8165,345.3806,163.0
test1541937.run0805.train_1200_32_instance_3158.log,train_1200_32_instance_3158,358.1225,347.511,163.0
test1541937.run0807.train_1200_32_instance_3238.log,train_1200_32_instance_3238,355.0636,345.5333,162.0
test1541937.run0808.train_1200_32_instance_3239.log,train_1200_32_instance_3239,357.6531,346.4129,170.0
test1541937.run0809.train_1200_32_instance_3242.log,train_1200_32_instance_3242,356.7719,346.2595,163.0
test1541937.run0810.train_1200_32_instance_3257.log,train_1200_32_instance_3257,358.2741,347.5461,167.0
test1541937.run0811.train_1200_32_instance_3266.log,train_1200_32_instance_3266,359.4731,347.6353,169.0
test1541937.run0812.train_1200_32_instance_3291.log,train_1200_32_instance_3291,358.0125,346.2819,161.0
test1541937.run0813.train_1200_32_instance_3292.log,train_1200_32_instance_3292,357.5255,346.2846,158.0
test1541937.run0814.train_1200_32_instance_3295.log,train_1200_32_instance_3295,356.5714,345.7552,157.0
test1541937.run0815.train_1200_32_instance_3367.log,train_1200_32_instance_3367,359.8189,348.4898,169.0
test1541937.run0816.train_1200_32_instance_3386.log,train_1200_32_instance_3386,358.446,346.7873,158.0
test1541937.run0817.train_1200_32_instance_3541.log,train_1200_32_instance_3541,355.7259,345.5821,166.0
test1541937.run0818.train_1200_32_instance_3562.log,train_1200_32_instance_3562,357.3826,346.4606,173.0
test1541937.run0819.train_1200_32_instance_3567.log,train_1200_32_instance_3567,357.7087,346.5961,173.0
test1541937.run0820.train_1200_32_instance_3619.log,train_1200_32_instance_3619,357.2638,346.4987,158.0
test1541937.run0821.train_1200_32_instance_3622.log,train_1200_32_instance_3622,359.1195,346.2854,163.0
test1541937.run0822.train_1200_32_instance_3662.log,train_1200_32_instance_3662,358.257,346.4939,162.0
test1541937.run0823.train_1200_32_instance_3690.log,train_1200_32_instance_3690,358.5061,347.7359,167.0
test1541937.run0824.train_1200_32_instance_3694.log,train_1200_32_instance_3694,359.123,347.1287,158.0
test1541937.run0825.train_1200_32_instance_3809.log,train_1200_32_instance_3809,356.7215,346.0819,166.0
test1541937.run0826.train_1200_32_instance_3866.log,train_1200_32_instance_3866,355.371,345.1084,173.0
test1541937.run0827.train_1200_32_instance_3922.log,train_1200_32_instance_3922,358.4943,348.0125,167.0
test1541937.run0828.train_1200_32_instance_3928.log,train_1200_32_instance_3928,358.924,348.1997,164.0
test1541937.run0829.train_1200_32_instance_3949.log,train_1200_32_instance_3949,357.5082,346.5033,163.0
test1541937.run0830.train_1200_32_instance_3981.log,train_1200_32_instance_3981,358.4477,347.0292,160.0
test1541937.run0831.train_1200_32_instance_422.log,train_1200_32_instance_422,358.5129,347.6274,166.0
test1541937.run0832.train_1200_32_instance_473.log,train_1200_32_instance_473,357.798,347.1249,166.0
test1541937.run0833.train_1200_32_instance_477.log,train_1200_32_instance_477,356.2666,345.0777,155.0
test1541937.run0834.train_1200_32_instance_478.log,train_1200_32_instance_478,357.6916,346.6149,162.0
test1541937.run0835.train_1200_32_instance_514.log,train_1200_32_instance_514,358.2848,346.7594,155.0
test1541937.run0836.train_1200_32_instance_523.log,train_1200_32_instance_523,356.4853,345.4243,165.0
test1541937.run0837.train_1200_32_instance_531.log,train_1200_32_instance_531,358.0837,346.4463,168.0
test1541937.run0838.train_1200_32_instance_550.log,train_1200_32_instance_550,356.3659,346.2361,161.0
test1541937.run0839.train_1200_32_instance_569.log,train_1200_32_instance_569,357.0603,345.7138,169.0
test1541937.run0840.train_1200_32_instance_576.log,train_1200_32_instance_576,357.1216,346.0476,163.0
test1541937.run0841.train_1200_32_instance_588.log,train_1200_32_instance_588,358.4679,347.6803,170.0
test1541937.run0842.train_1200_32_instance_624.log,train_1200_32_instance_624,357.4949,346.4542,170.0
test1541937.run0843.train_1200_32_instance_652.log,train_1200_32_instance_652,357.6695,346.3144,169.0
test1541937.run0844.train_1200_32_instance_687.log,train_1200_32_instance_687,355.201,345.0323,163.0
test1541937.run0845.train_1200_32_instance_739.log,train_1200_32_instance_739,356.9718,345.9604,163.0
test1541937.run0846.train_1200_32_instance_773.log,train_1200_32_instance_773,358.9521,347.9986,164.0
test1541937.run0847.train_1200_32_instance_834.log,train_1200_32_instance_834,359.0851,348.0069,165.0
test1541937.run0848.train_1200_32_instance_845.log,train_1200_32_instance_845,358.685,347.9467,169.0
test1541937.run0849.train_1200_32_instance_891.log,train_1200_32_instance_891,357.556,346.3899,163.0
test1541937.run0850.train_1200_32_instance_898.log,train_1200_32_instance_898,358.5075,346.928,168.0
test1541937.run0851.train_1200_32_instance_912.log,train_1200_32_instance_912,358.4263,347.4694,158.0
test1541937.run0852.train_1200_32_instance_928.log,train_1200_32_instance_928,357.3531,346.6673,159.0
test1541937.run0853.train_1200_32_instance_95.log,train_1200_32_instance_95,357.1093,346.9885,163.0
test1541937.run0854.train_1200_4_instance_1019.log,train_1200_4_instance_1019,570.5,552.7719,542.0
test1541937.run0855.train_1200_4_instance_1178.log,train_1200_4_instance_1178,571.5,554.7178,541.0
test1541937.run0856.train_1200_4_instance_119.log,train_1200_4_instance_119,574.25,559.7001,551.0
test1541937.run0857.train_1200_4_instance_1243.log,train_1200_4_instance_1243,575.5,560.0545,549.0
test1541937.run0858.train_1200_4_instance_1313.log,train_1200_4_instance_1313,571.25,549.705,533.0
test1541937.run0859.train_1200_4_instance_1319.log,train_1200_4_instance_1319,572.6,559.2874,553.0
test1541937.run0860.train_1200_4_instance_1348.log,train_1200_4_instance_1348,572.5,550.9956,546.0
test1541937.run0861.train_1200_4_instance_1435.log,train_1200_4_instance_1435,573.5,554.6269,546.0
test1541937.run0862.train_1200_4_instance_1460.log,train_1200_4_instance_1460,574.0,551.6908,540.0
test1541937.run0863.train_1200_4_instance_1475.log,train_1200_4_instance_1475,572.5,555.4289,546.0
test1541937.run0864.train_1200_4_instance_1485.log,train_1200_4_instance_1485,573.5,556.8098,548.0
test1541937.run0865.train_1200_4_instance_1579.log,train_1200_4_instance_1579,574.0,557.6632,548.0
test1541937.run0866.train_1200_4_instance_1718.log,train_1200_4_instance_1718,571.65,554.683,542.0
test1541937.run0867.train_1200_4_instance_1772.log,train_1200_4_instance_1772,573.0,551.4775,534.0
test1541937.run0868.train_1200_4_instance_1813.log,train_1200_4_instance_1813,573.2857,560.8471,558.0
test1541937.run0869.train_1200_4_instance_1884.log,train_1200_4_instance_1884,567.5938,554.3819,546.0
test1541937.run0870.train_1200_4_instance_1977.log,train_1200_4_instance_1977,571.5,551.8731,534.0
test1541937.run0871.train_1200_4_instance_1988.log,train_1200_4_instance_1988,569.5,547.2079,540.0
test1541937.run0872.train_1200_4_instance_2097.log,train_1200_4_instance_2097,573.6667,561.3039,556.0
test1541937.run0873.train_1200_4_instance_2137.log,train_1200_4_instance_2137,572.0,558.4718,554.0
test1541937.run0874.train_1200_4_instance_218.log,train_1200_4_instance_218,571.25,552.3255,541.0
test1541937.run0875.train_1200_4_instance_2202.log,train_1200_4_instance_2202,572.5,556.3742,551.0
test1541937.run0876.train_1200_4_instance_2249.log,train_1200_4_instance_2249,572.5,558.7378,555.0
test1541937.run0877.train_1200_4_instance_2287.log,train_1200_4_instance_2287,569.5,551.2304,538.0
test1541937.run0878.train_1200_4_instance_2311.log,train_1200_4_instance_2311,572.25,555.9931,541.0
test1541937.run0879.train_1200_4_instance_2329.log,train_1200_4_instance_2329,572.0,553.2174,539.0
test1541937.run0880.train_1200_4_instance_2330.log,train_1200_4_instance_2330,570.5,543.5169,531.0
test1541937.run0881.train_1200_4_instance_2346.log,train_1200_4_instance_2346,575.0,551.0625,543.0
test1541937.run0882.train_1200_4_instance_2432.log,train_1200_4_instance_2432,573.0,556.0261,544.0
test1541937.run0883.train_1200_4_instance_2475.log,train_1200_4_instance_2475,570.5,549.1889,534.0
test1541937.run0884.train_1200_4_instance_2482.log,train_1200_4_instance_2482,575.0,555.7095,539.0
test1541937.run0885.train_1200_4_instance_2486.log,train_1200_4_instance_2486,570.0,544.0471,539.0
test1541937.run0886.train_1200_4_instance_2503.log,train_1200_4_instance_2503,570.5,552.2313,540.0
test1541937.run0887.train_1200_4_instance_2562.log,train_1200_4_instance_2562,573.5,559.25,551.0
test1541937.run0888.train_1200_4_instance_2578.log,train_1200_4_instance_2578,573.25,548.677,543.0
test1541937.run0889.train_1200_4_instance_2582.log,train_1200_4_instance_2582,573.5,550.1054,544.0
test1541937.run0890.train_1200_4_instance_2583.log,train_1200_4_instance_2583,571.0,556.4178,545.0
test1541937.run0891.train_1200_4_instance_2595.log,train_1200_4_instance_2595,570.5,553.2788,541.0
test1541937.run0892.train_1200_4_instance_2624.log,train_1200_4_instance_2624,573.5,561.0768,559.0
test1541937.run0893.train_1200_4_instance_2631.log,train_1200_4_instance_2631,573.5,557.6804,550.0
test1541937.run0894.train_1200_4_instance_2681.log,train_1200_4_instance_2681,572.5,546.733,540.0
test1541937.run0895.train_1200_4_instance_2704.log,train_1200_4_instance_2704,573.5,555.7252,542.0
test1541937.run0896.train_1200_4_instance_2749.log,train_1200_4_instance_2749,574.75,557.5064,546.0
test1541937.run0897.train_1200_4_instance_2760.log,train_1200_4_instance_2760,573.5,556.7471,541.0
test1541937.run0898.train_1200_4_instance_2921.log,train_1200_4_instance_2921,572.5,549.2819,545.0
test1541937.run0899.train_1200_4_instance_293.log,train_1200_4_instance_293,576.25,554.7175,539.0
test1541937.run0900.train_1200_4_instance_2951.log,train_1200_4_instance_2951,571.25,546.626,541.0
test1541937.run0901.train_1200_4_instance_3011.log,train_1200_4_instance_3011,572.75,543.9866,537.0
test1541937.run0902.train_1200_4_instance_3023.log,train_1200_4_instance_3023,570.5,552.5059,540.0
test1541937.run0903.train_1200_4_instance_3062.log,train_1200_4_instance_3062,571.0,550.5846,538.0
test1541937.run0904.train_1200_4_instance_3168.log,train_1200_4_instance_3168,576.0,552.4218,536.0
test1541937.run0905.train_1200_4_instance_3180.log,train_1200_4_instance_3180,571.5,546.3517,538.0
test1541937.run0906.train_1200_4_instance_3191.log,train_1200_4_instance_3191,574.75,557.7355,549.0
test1541937.run0907.train_1200_4_instance_3208.log,train_1200_4_instance_3208,572.0,543.1024,530.0
test1541937.run0908.train_1200_4_instance_3234.log,train_1200_4_instance_3234,577.0,559.94,546.0
test1541937.run0909.train_1200_4_instance_3239.log,train_1200_4_instance_3239,572.0,551.2474,535.0
test1541937.run0910.train_1200_4_instance_3295.log,train_1200_4_instance_3295,570.0,559.4696,554.0
test1541937.run0911.train_1200_4_instance_3299.log,train_1200_4_instance_3299,573.8333,557.6365,548.0
test1541937.run0912.train_1200_4_instance_3326.log,train_1200_4_instance_3326,574.5,562.9715,560.0
test1541937.run0913.train_1200_4_instance_3357.log,train_1200_4_instance_3357,570.75,558.25,549.0
test1541937.run0914.train_1200_4_instance_3387.log,train_1200_4_instance_3387,574.75,558.0223,554.0
test1541937.run0915.train_1200_4_instance_3413.log,train_1200_4_instance_3413,573.0,556.9568,552.0
test1541937.run0916.train_1200_4_instance_3421.log,train_1200_4_instance_3421,570.5,555.9354,547.0
test1541937.run0917.train_1200_4_instance_3440.log,train_1200_4_instance_3440,574.5,553.6928,548.0
test1541937.run0918.train_1200_4_instance_3446.log,train_1200_4_instance_3446,575.0,556.9109,547.0
test1541937.run0919.train_1200_4_instance_3463.log,train_1200_4_instance_3463,570.0,553.9083,542.0
test1541937.run0920.train_1200_4_instance_3470.log,train_1200_4_instance_3470,574.25,558.9285,552.0
test1541937.run0921.train_1200_4_instance_3529.log,train_1200_4_instance_3529,574.0,555.2681,541.0
test1541937.run0922.train_1200_4_instance_3532.log,train_1200_4_instance_3532,572.1571,557.284,546.0
test1541937.run0923.train_1200_4_instance_3546.log,train_1200_4_instance_3546,572.5,557.864,547.0
test1541937.run0924.train_1200_4_instance_374.log,train_1200_4_instance_374,572.5,557.7768,545.0
test1541937.run0925.train_1200_4_instance_3798.log,train_1200_4_instance_3798,569.5,546.6479,541.0
test1541937.run0926.train_1200_4_instance_3845.log,train_1200_4_instance_3845,571.5,552.1423,542.0
test1541937.run0927.train_1200_4_instance_3847.log,train_1200_4_instance_3847,573.0,550.3553,541.0
test1541937.run0928.train_1200_4_instance_3920.log,train_1200_4_instance_3920,572.5,550.26,534.0
test1541937.run0929.train_1200_4_instance_409.log,train_1200_4_instance_409,579.0,560.097,546.0
test1541937.run0930.train_1200_4_instance_429.log,train_1200_4_instance_429,572.0,559.4467,553.0
test1541937.run0931.train_1200_4_instance_454.log,train_1200_4_instance_454,572.625,554.4142,544.0
test1541937.run0932.train_1200_4_instance_484.log,train_1200_4_instance_484,570.5,546.4158,538.0
test1541937.run0933.train_1200_4_instance_553.log,train_1200_4_instance_553,576.0,554.2366,540.0
test1541937.run0934.train_1200_4_instance_662.log,train_1200_4_instance_662,573.0,550.6924,537.0
test1541937.run0935.train_1200_4_instance_702.log,train_1200_4_instance_702,572.5,557.6165,552.0
test1541937.run0936.train_1200_4_instance_712.log,train_1200_4_instance_712,573.5,551.226,546.0
test1541937.run0937.train_1200_4_instance_737.log,train_1200_4_instance_737,570.25,551.4893,534.0
test1541937.run0938.train_1200_4_instance_751.log,train_1200_4_instance_751,572.0,560.235,555.0
test1541937.run0939.train_1200_4_instance_892.log,train_1200_4_instance_892,572.0,547.6488,530.0
test1541937.run0940.train_1200_4_instance_899.log,train_1200_4_instance_899,570.0,550.2592,536.0
test1541937.run0942.train_1200_4_instance_9.log,train_1200_4_instance_9,573.0,558.1665,554.0
test1541937.run0941.train_1200_4_instance_966.log,train_1200_4_instance_966,574.0,555.0997,545.0
