Log Name,File Name,c_i,c_d,c_p
test1542218.run0608.load_balancing_1548.log,load_balancing_1548,387.9235,727.5233,733.0
test1542218.run0609.load_balancing_1549.log,load_balancing_1549,386.5909,710.2449,713.0
test1542218.run0621.load_balancing_155.log,load_balancing_155,358.1702,699.0323,704.0
test1542218.run0611.load_balancing_1550.log,load_balancing_1550,343.6063,656.2036,658.0
test1542218.run0612.load_balancing_1551.log,load_balancing_1551,355.7949,685.7544,688.0
test1542218.run0613.load_balancing_1552.log,load_balancing_1552,374.9005,693.8091,696.0
test1542218.run0614.load_balancing_1553.log,load_balancing_1553,333.768,682.9912,686.0
test1542218.run0615.load_balancing_1554.log,load_balancing_1554,370.6117,705.6264,708.0
test1542218.run0616.load_balancing_1555.log,load_balancing_1555,387.8987,676.4032,685.0
test1542218.run0617.load_balancing_1556.log,load_balancing_1556,414.2706,729.6105,734.0
test1542218.run0618.load_balancing_1557.log,load_balancing_1557,427.3525,779.7434,782.0
test1542218.run0619.load_balancing_1558.log,load_balancing_1558,374.1352,705.1753,707.0
test1542218.run0620.load_balancing_1559.log,load_balancing_1559,407.9781,724.4756,726.0
test1542218.run0632.load_balancing_156.log,load_balancing_156,420.3889,750.1986,754.0
test1542218.run0622.load_balancing_1560.log,load_balancing_1560,320.3367,691.5898,698.0
test1542218.run0623.load_balancing_1561.log,load_balancing_1561,420.8452,710.1249,712.0
test1542218.run0624.load_balancing_1562.log,load_balancing_1562,421.714,755.7627,759.0
test1542218.run0625.load_balancing_1563.log,load_balancing_1563,340.4884,648.08,651.0
test1542218.run0626.load_balancing_1564.log,load_balancing_1564,344.1769,690.2027,695.0
test1542218.run0627.load_balancing_1565.log,load_balancing_1565,350.1904,661.4969,664.0
test1542218.run0628.load_balancing_1566.log,load_balancing_1566,359.8295,707.8038,710.0
test1542218.run0629.load_balancing_1567.log,load_balancing_1567,394.4024,726.874,729.0
test1542218.run0630.load_balancing_1568.log,load_balancing_1568,352.5193,664.5918,670.0
test1542218.run0631.load_balancing_1569.log,load_balancing_1569,335.0587,686.3537,689.0
test1542218.run0643.load_balancing_157.log,load_balancing_157,313.5029,681.3735,684.0
test1542218.run0633.load_balancing_1570.log,load_balancing_1570,433.0773,757.5478,761.0
test1542218.run0634.load_balancing_1571.log,load_balancing_1571,369.6956,653.1581,655.0
test1542218.run0635.load_balancing_1572.log,load_balancing_1572,361.0117,690.6024,693.0
test1542218.run0636.load_balancing_1573.log,load_balancing_1573,443.9154,743.2515,746.0
test1542218.run0637.load_balancing_1574.log,load_balancing_1574,387.242,687.1463,693.0
test1542218.run0638.load_balancing_1575.log,load_balancing_1575,420.8808,731.4372,734.0
test1542218.run0639.load_balancing_1576.log,load_balancing_1576,438.858,797.0682,800.0
test1542218.run0640.load_balancing_1577.log,load_balancing_1577,335.7112,672.3655,676.0
test1542218.run0641.load_balancing_1578.log,load_balancing_1578,330.5312,647.314,650.0
test1542218.run0642.load_balancing_1579.log,load_balancing_1579,343.0783,674.7118,681.0
test1542218.run0654.load_balancing_158.log,load_balancing_158,395.9034,707.2797,709.0
test1542218.run0644.load_balancing_1580.log,load_balancing_1580,331.982,688.8677,691.0
test1542218.run0645.load_balancing_1581.log,load_balancing_1581,339.7525,678.2255,680.0
test1542218.run0646.load_balancing_1582.log,load_balancing_1582,362.2688,676.6092,684.0
test1542218.run0647.load_balancing_1583.log,load_balancing_1583,325.6186,664.6708,667.0
test1542218.run0648.load_balancing_1584.log,load_balancing_1584,467.0142,768.4075,771.0
test1542218.run0649.load_balancing_1585.log,load_balancing_1585,379.8683,722.7528,726.0
test1542218.run0650.load_balancing_1586.log,load_balancing_1586,351.2546,698.4757,700.0
test1542218.run0651.load_balancing_1587.log,load_balancing_1587,327.7681,693.1079,697.0
test1542218.run0652.load_balancing_1588.log,load_balancing_1588,341.3664,637.5267,642.0
test1542218.run0653.load_balancing_1589.log,load_balancing_1589,395.0884,699.6701,702.0
test1542218.run0665.load_balancing_159.log,load_balancing_159,391.538,717.383,720.0
test1542218.run0655.load_balancing_1590.log,load_balancing_1590,350.2386,691.844,694.0
test1542218.run0656.load_balancing_1591.log,load_balancing_1591,306.4133,613.6176,616.0
test1542218.run0657.load_balancing_1592.log,load_balancing_1592,350.9961,640.6792,644.0
test1542218.run0658.load_balancing_1593.log,load_balancing_1593,346.6811,703.837,707.0
test1542218.run0659.load_balancing_1594.log,load_balancing_1594,372.6432,701.7641,704.0
test1542218.run0660.load_balancing_1595.log,load_balancing_1595,388.5164,707.4967,712.0
test1542218.run0661.load_balancing_1596.log,load_balancing_1596,320.7824,635.8698,638.0
test1542218.run0662.load_balancing_1597.log,load_balancing_1597,362.1136,680.7797,684.0
test1542218.run0663.load_balancing_1598.log,load_balancing_1598,393.7164,737.706,740.0
test1542218.run0664.load_balancing_1599.log,load_balancing_1599,361.4325,688.189,690.0
test1542218.run0777.load_balancing_16.log,load_balancing_16,394.3427,696.1935,699.0
test1542218.run0677.load_balancing_160.log,load_balancing_160,424.8212,777.2966,779.0
test1542218.run0667.load_balancing_1600.log,load_balancing_1600,401.1972,705.5479,709.0
test1542218.run0668.load_balancing_1601.log,load_balancing_1601,395.3491,732.0938,735.0
test1542218.run0669.load_balancing_1602.log,load_balancing_1602,416.8576,720.2818,723.0
test1542218.run0670.load_balancing_1603.log,load_balancing_1603,322.3158,659.4847,664.0
test1542218.run0671.load_balancing_1604.log,load_balancing_1604,365.8428,696.6095,699.0
test1542218.run0672.load_balancing_1605.log,load_balancing_1605,370.5113,694.0484,696.0
test1542218.run0673.load_balancing_1606.log,load_balancing_1606,375.7143,717.3634,726.0
test1542218.run0674.load_balancing_1607.log,load_balancing_1607,380.9734,718.5655,724.0
test1542218.run0675.load_balancing_1608.log,load_balancing_1608,347.6688,664.2033,668.0
test1542218.run0676.load_balancing_1609.log,load_balancing_1609,416.17,746.6853,749.0
test1542218.run0688.load_balancing_161.log,load_balancing_161,378.5623,712.8757,715.0
test1542218.run0678.load_balancing_1610.log,load_balancing_1610,375.1328,693.266,698.0
test1542218.run0679.load_balancing_1611.log,load_balancing_1611,344.9674,643.4734,646.0
test1542218.run0680.load_balancing_1612.log,load_balancing_1612,440.2921,778.2627,780.0
test1542218.run0681.load_balancing_1613.log,load_balancing_1613,395.636,707.3991,710.0
test1542218.run0682.load_balancing_1614.log,load_balancing_1614,400.2103,728.8393,732.0
test1542218.run0683.load_balancing_1615.log,load_balancing_1615,342.8354,673.8336,676.0
test1542218.run0684.load_balancing_1616.log,load_balancing_1616,357.9511,644.239,650.0
test1542218.run0685.load_balancing_1617.log,load_balancing_1617,371.1696,679.5875,682.0
test1542218.run0686.load_balancing_1618.log,load_balancing_1618,452.0747,766.5965,772.0
test1542218.run0687.load_balancing_1619.log,load_balancing_1619,413.1901,732.0223,734.0
test1542218.run0699.load_balancing_162.log,load_balancing_162,392.6478,742.3089,744.0
test1542218.run0689.load_balancing_1620.log,load_balancing_1620,419.7518,726.7287,730.0
test1542218.run0690.load_balancing_1621.log,load_balancing_1621,397.6026,688.183,695.0
test1542218.run0691.load_balancing_1622.log,load_balancing_1622,345.0072,700.5769,703.0
test1542218.run0692.load_balancing_1623.log,load_balancing_1623,401.8828,768.934,773.0
test1542218.run0693.load_balancing_1624.log,load_balancing_1624,348.9191,638.8706,641.0
test1542218.run0694.load_balancing_1625.log,load_balancing_1625,333.6875,642.7204,645.0
test1542218.run0695.load_balancing_1626.log,load_balancing_1626,375.7008,698.9396,702.0
test1542218.run0696.load_balancing_1627.log,load_balancing_1627,373.0679,700.0305,703.0
test1542218.run0697.load_balancing_1628.log,load_balancing_1628,382.6013,739.3322,742.0
test1542218.run0698.load_balancing_1629.log,load_balancing_1629,352.7496,685.3291,691.0
test1542218.run0710.load_balancing_163.log,load_balancing_163,339.0683,690.6688,697.0
test1542218.run0700.load_balancing_1630.log,load_balancing_1630,322.9368,611.7257,614.0
test1542218.run0701.load_balancing_1631.log,load_balancing_1631,338.8208,695.8747,698.0
test1542218.run0702.load_balancing_1632.log,load_balancing_1632,389.3765,702.9385,705.0
test1542218.run0703.load_balancing_1633.log,load_balancing_1633,373.0741,674.6358,679.0
test1542218.run0704.load_balancing_1634.log,load_balancing_1634,352.2244,684.0109,687.0
test1542218.run0705.load_balancing_1635.log,load_balancing_1635,359.6828,656.1685,658.0
test1542218.run0706.load_balancing_1636.log,load_balancing_1636,409.3698,715.8486,722.0
test1542218.run0707.load_balancing_1637.log,load_balancing_1637,358.2659,729.298,731.0
test1542218.run0708.load_balancing_1638.log,load_balancing_1638,351.0978,675.348,678.0
test1542218.run0709.load_balancing_1639.log,load_balancing_1639,423.7246,787.1106,789.0
test1542218.run0721.load_balancing_164.log,load_balancing_164,401.2826,695.903,699.0
test1542218.run0711.load_balancing_1640.log,load_balancing_1640,403.1623,734.3907,738.0
test1542218.run0712.load_balancing_1641.log,load_balancing_1641,378.7408,696.6125,699.0
test1542218.run0713.load_balancing_1642.log,load_balancing_1642,400.0806,726.5761,729.0
test1542218.run0714.load_balancing_1643.log,load_balancing_1643,415.882,752.0756,755.0
test1542218.run0715.load_balancing_1644.log,load_balancing_1644,340.8125,666.116,668.0
test1542218.run0716.load_balancing_1645.log,load_balancing_1645,367.7217,701.9227,704.0
test1542218.run0717.load_balancing_1646.log,load_balancing_1646,385.152,725.1233,728.0
test1542218.run0718.load_balancing_1647.log,load_balancing_1647,354.3052,663.1154,666.0
test1542218.run0719.load_balancing_1648.log,load_balancing_1648,447.1015,749.6248,753.0
test1542218.run0720.load_balancing_1649.log,load_balancing_1649,357.358,657.0663,660.0
test1542218.run0732.load_balancing_165.log,load_balancing_165,385.8272,726.0638,731.0
test1542218.run0722.load_balancing_1650.log,load_balancing_1650,375.591,729.061,732.0
test1542218.run0723.load_balancing_1651.log,load_balancing_1651,390.4961,731.6978,736.0
test1542218.run0724.load_balancing_1652.log,load_balancing_1652,375.9821,674.4262,678.0
test1542218.run0725.load_balancing_1653.log,load_balancing_1653,432.5004,784.132,787.0
test1542218.run0726.load_balancing_1654.log,load_balancing_1654,350.508,673.6725,677.0
test1542218.run0727.load_balancing_1655.log,load_balancing_1655,393.8218,733.6478,737.0
test1542218.run0728.load_balancing_1656.log,load_balancing_1656,352.7166,655.6488,658.0
test1542218.run0729.load_balancing_1657.log,load_balancing_1657,382.4227,684.5997,690.0
test1542218.run0730.load_balancing_1658.log,load_balancing_1658,392.7683,759.6547,763.0
test1542218.run0731.load_balancing_1659.log,load_balancing_1659,410.3088,743.4443,746.0
test1542218.run0743.load_balancing_166.log,load_balancing_166,407.059,721.6119,726.0
test1542218.run0733.load_balancing_1660.log,load_balancing_1660,437.97,800.3361,802.0
test1542218.run0734.load_balancing_1661.log,load_balancing_1661,390.5414,735.3209,737.0
test1542218.run0735.load_balancing_1662.log,load_balancing_1662,339.7473,682.2075,685.0
test1542218.run0736.load_balancing_1663.log,load_balancing_1663,350.6215,659.649,662.0
test1542218.run0737.load_balancing_1664.log,load_balancing_1664,399.2759,719.308,721.0
test1542218.run0738.load_balancing_1665.log,load_balancing_1665,382.3313,722.0262,730.0
test1542218.run0739.load_balancing_1666.log,load_balancing_1666,322.8341,628.5925,632.0
test1542218.run0740.load_balancing_1667.log,load_balancing_1667,412.9636,757.1899,759.0
test1542218.run0741.load_balancing_1668.log,load_balancing_1668,393.4947,700.5869,704.0
test1542218.run0742.load_balancing_1669.log,load_balancing_1669,349.4591,697.5671,702.0
test1542218.run0754.load_balancing_167.log,load_balancing_167,424.3048,791.4296,794.0
test1542218.run0744.load_balancing_1670.log,load_balancing_1670,344.2731,685.3123,689.0
test1542218.run0745.load_balancing_1671.log,load_balancing_1671,325.5508,643.7132,652.0
test1542218.run0746.load_balancing_1672.log,load_balancing_1672,353.4635,679.2485,683.0
test1542218.run0747.load_balancing_1673.log,load_balancing_1673,331.7754,658.5812,660.0
test1542218.run0748.load_balancing_1674.log,load_balancing_1674,384.9967,707.5713,712.0
test1542218.run0749.load_balancing_1675.log,load_balancing_1675,375.0733,673.0729,675.0
test1542218.run0750.load_balancing_1676.log,load_balancing_1676,383.9779,694.0564,698.0
test1542218.run0751.load_balancing_1677.log,load_balancing_1677,368.5464,668.89,672.0
test1542218.run0752.load_balancing_1678.log,load_balancing_1678,397.5841,729.0981,732.0
test1542218.run0753.load_balancing_1679.log,load_balancing_1679,343.1673,667.2349,669.0
test1542218.run0765.load_balancing_168.log,load_balancing_168,338.4913,649.877,655.0
test1542218.run0755.load_balancing_1680.log,load_balancing_1680,368.3996,702.2689,704.0
test1542218.run0756.load_balancing_1681.log,load_balancing_1681,306.3135,650.5915,654.0
test1542218.run0757.load_balancing_1682.log,load_balancing_1682,411.693,721.141,724.0
test1542218.run0758.load_balancing_1683.log,load_balancing_1683,357.693,689.2186,691.0
test1542218.run0759.load_balancing_1684.log,load_balancing_1684,361.4178,713.497,716.0
test1542218.run0760.load_balancing_1685.log,load_balancing_1685,390.8596,694.3756,698.0
test1542218.run0761.load_balancing_1686.log,load_balancing_1686,314.1866,665.5282,670.0
test1542218.run0762.load_balancing_1687.log,load_balancing_1687,429.5572,738.8981,741.0
test1542218.run0763.load_balancing_1688.log,load_balancing_1688,313.5469,645.4562,648.0
test1542218.run0764.load_balancing_1689.log,load_balancing_1689,391.357,728.8042,735.0
test1542218.run0776.load_balancing_169.log,load_balancing_169,358.2686,653.1214,657.0
test1542218.run0766.load_balancing_1690.log,load_balancing_1690,413.7042,727.3996,732.0
test1542218.run0767.load_balancing_1691.log,load_balancing_1691,400.7855,729.0856,736.0
test1542218.run0768.load_balancing_1692.log,load_balancing_1692,332.3666,653.956,657.0
test1542218.run0769.load_balancing_1693.log,load_balancing_1693,371.2078,676.3852,679.0
test1542218.run0770.load_balancing_1694.log,load_balancing_1694,417.1242,732.4305,735.0
test1542218.run0771.load_balancing_1695.log,load_balancing_1695,332.4275,671.8039,675.0
test1542218.run0772.load_balancing_1696.log,load_balancing_1696,382.1365,720.0663,724.0
test1542218.run0773.load_balancing_1697.log,load_balancing_1697,342.2434,714.0247,717.0
test1542218.run0774.load_balancing_1698.log,load_balancing_1698,370.1442,712.4061,717.0
test1542218.run0775.load_balancing_1699.log,load_balancing_1699,371.549,719.5105,722.0
test1542218.run0888.load_balancing_17.log,load_balancing_17,381.9487,720.8619,724.0
test1542218.run0788.load_balancing_170.log,load_balancing_170,342.0803,682.091,685.0
test1542218.run0778.load_balancing_1700.log,load_balancing_1700,358.9337,679.418,683.0
test1542218.run0779.load_balancing_1701.log,load_balancing_1701,424.0667,773.9849,778.0
test1542218.run0780.load_balancing_1702.log,load_balancing_1702,353.2999,683.1408,686.0
test1542218.run0781.load_balancing_1703.log,load_balancing_1703,343.9411,665.772,668.0
test1542218.run0782.load_balancing_1704.log,load_balancing_1704,409.7601,760.459,765.0
test1542218.run0783.load_balancing_1705.log,load_balancing_1705,352.738,709.984,715.0
test1542218.run0784.load_balancing_1706.log,load_balancing_1706,328.0168,654.0186,656.0
test1542218.run0785.load_balancing_1707.log,load_balancing_1707,366.7674,681.1215,684.0
test1542218.run0786.load_balancing_1708.log,load_balancing_1708,387.2319,708.5069,711.0
test1542218.run0787.load_balancing_1709.log,load_balancing_1709,335.8005,665.7146,669.0
test1542218.run0799.load_balancing_171.log,load_balancing_171,362.8893,688.5223,691.0
test1542218.run0789.load_balancing_1710.log,load_balancing_1710,397.9716,719.0322,721.0
test1542218.run0790.load_balancing_1711.log,load_balancing_1711,417.4566,738.939,741.0
test1542218.run0791.load_balancing_1712.log,load_balancing_1712,296.2197,627.245,629.0
test1542218.run0792.load_balancing_1713.log,load_balancing_1713,385.8101,689.0848,692.0
test1542218.run0793.load_balancing_1714.log,load_balancing_1714,361.1326,678.1908,685.0
test1542218.run0794.load_balancing_1715.log,load_balancing_1715,347.1346,654.2083,656.0
test1542218.run0795.load_balancing_1716.log,load_balancing_1716,407.4547,708.2012,712.0
test1542218.run0796.load_balancing_1717.log,load_balancing_1717,352.3952,696.4464,698.0
test1542218.run0797.load_balancing_1718.log,load_balancing_1718,329.7419,682.3709,684.0
test1542218.run0798.load_balancing_1719.log,load_balancing_1719,350.0215,696.7079,699.0
test1542218.run0810.load_balancing_172.log,load_balancing_172,398.9193,718.4796,723.0
test1542218.run0800.load_balancing_1720.log,load_balancing_1720,373.681,708.8371,711.0
test1542218.run0801.load_balancing_1721.log,load_balancing_1721,368.0225,689.814,693.0
test1542218.run0802.load_balancing_1722.log,load_balancing_1722,359.3759,697.361,703.0
test1542218.run0803.load_balancing_1723.log,load_balancing_1723,355.8523,647.4606,652.0
test1542218.run0804.load_balancing_1724.log,load_balancing_1724,332.3995,651.0606,659.0
test1542218.run0805.load_balancing_1725.log,load_balancing_1725,401.567,713.9154,716.0
test1542218.run0806.load_balancing_1726.log,load_balancing_1726,372.2576,688.8748,692.0
test1542218.run0807.load_balancing_1727.log,load_balancing_1727,368.9603,703.0499,705.0
test1542218.run0808.load_balancing_1728.log,load_balancing_1728,364.683,702.6602,705.0
test1542218.run0809.load_balancing_1729.log,load_balancing_1729,316.7307,656.6404,659.0
test1542218.run0821.load_balancing_173.log,load_balancing_173,303.3877,648.1617,650.0
test1542218.run0811.load_balancing_1730.log,load_balancing_1730,352.538,687.5725,690.0
test1542218.run0812.load_balancing_1731.log,load_balancing_1731,392.4655,686.5527,690.0
test1542218.run0813.load_balancing_1732.log,load_balancing_1732,407.9913,747.4384,753.0
test1542218.run0814.load_balancing_1733.log,load_balancing_1733,393.1666,734.0121,736.0
test1542218.run0815.load_balancing_1734.log,load_balancing_1734,345.1905,680.4915,683.0
test1542218.run0816.load_balancing_1735.log,load_balancing_1735,348.8575,685.1156,687.0
test1542218.run0817.load_balancing_1736.log,load_balancing_1736,402.28,715.4456,718.0
test1542218.run0818.load_balancing_1737.log,load_balancing_1737,395.905,721.9495,724.0
test1542218.run0819.load_balancing_1738.log,load_balancing_1738,367.971,695.0938,698.0
test1542218.run0820.load_balancing_1739.log,load_balancing_1739,389.208,688.8798,692.0
test1542218.run0832.load_balancing_174.log,load_balancing_174,369.3097,667.6725,670.0
test1542218.run0822.load_balancing_1740.log,load_balancing_1740,342.8626,675.9039,679.0
test1542218.run0823.load_balancing_1741.log,load_balancing_1741,350.826,664.2198,669.0
test1542218.run0824.load_balancing_1742.log,load_balancing_1742,338.4855,681.5284,686.0
test1542218.run0825.load_balancing_1743.log,load_balancing_1743,368.9083,666.8641,670.0
test1542218.run0826.load_balancing_1744.log,load_balancing_1744,341.3889,665.6511,668.0
test1542218.run0827.load_balancing_1745.log,load_balancing_1745,386.3682,715.6658,718.0
test1542218.run0828.load_balancing_1746.log,load_balancing_1746,326.784,665.6701,668.0
test1542218.run0829.load_balancing_1747.log,load_balancing_1747,353.4325,678.0017,684.0
test1542218.run0830.load_balancing_1748.log,load_balancing_1748,364.3953,660.4355,664.0
test1542218.run0831.load_balancing_1749.log,load_balancing_1749,350.2834,668.3033,670.0
test1542218.run0843.load_balancing_175.log,load_balancing_175,374.7141,690.6052,694.0
test1542218.run0833.load_balancing_1750.log,load_balancing_1750,370.672,716.2761,719.0
test1542218.run0834.load_balancing_1751.log,load_balancing_1751,406.2766,728.6611,732.0
test1542218.run0835.load_balancing_1752.log,load_balancing_1752,396.1404,757.508,760.0
test1542218.run0836.load_balancing_1753.log,load_balancing_1753,356.5576,674.3616,680.0
test1542218.run0837.load_balancing_1754.log,load_balancing_1754,336.0932,672.7134,675.0
test1542218.run0838.load_balancing_1755.log,load_balancing_1755,392.4295,703.974,708.0
test1542218.run0839.load_balancing_1756.log,load_balancing_1756,350.7806,672.6982,678.0
test1542218.run0840.load_balancing_1757.log,load_balancing_1757,321.5387,649.4125,651.0
test1542218.run0841.load_balancing_1758.log,load_balancing_1758,358.3752,695.0067,697.0
test1542218.run0842.load_balancing_1759.log,load_balancing_1759,390.7536,703.8264,708.0
test1542218.run0854.load_balancing_176.log,load_balancing_176,301.5834,633.2459,636.0
test1542218.run0844.load_balancing_1760.log,load_balancing_1760,369.7578,726.677,729.0
test1542218.run0845.load_balancing_1761.log,load_balancing_1761,386.9876,712.2355,717.0
test1542218.run0846.load_balancing_1762.log,load_balancing_1762,379.7569,718.3179,720.0
test1542218.run0847.load_balancing_1763.log,load_balancing_1763,387.1401,686.6277,689.0
test1542218.run0848.load_balancing_1764.log,load_balancing_1764,363.5238,684.4833,687.0
test1542218.run0849.load_balancing_1765.log,load_balancing_1765,420.8002,748.771,751.0
test1542218.run0850.load_balancing_1766.log,load_balancing_1766,378.4787,719.242,723.0
test1542218.run0851.load_balancing_1767.log,load_balancing_1767,369.6218,666.8119,671.0
test1542218.run0852.load_balancing_1768.log,load_balancing_1768,348.0567,666.0594,673.0
test1542218.run0853.load_balancing_1769.log,load_balancing_1769,406.2277,787.9863,790.0
test1542218.run0865.load_balancing_177.log,load_balancing_177,308.7567,603.7285,606.0
test1542218.run0855.load_balancing_1770.log,load_balancing_1770,387.7025,708.3124,711.0
test1542218.run0856.load_balancing_1771.log,load_balancing_1771,325.7355,655.003,657.0
test1542218.run0857.load_balancing_1772.log,load_balancing_1772,373.0819,715.1426,717.0
test1542218.run0858.load_balancing_1773.log,load_balancing_1773,390.1193,708.7073,711.0
test1542218.run0859.load_balancing_1774.log,load_balancing_1774,410.7264,752.0108,754.0
test1542218.run0860.load_balancing_1775.log,load_balancing_1775,397.4184,725.8835,730.0
test1542218.run0861.load_balancing_1776.log,load_balancing_1776,390.685,701.2824,703.0
test1542218.run0862.load_balancing_1777.log,load_balancing_1777,405.9169,725.8147,728.0
test1542218.run0863.load_balancing_1778.log,load_balancing_1778,414.8312,741.6362,744.0
test1542218.run0864.load_balancing_1779.log,load_balancing_1779,415.5576,765.2274,767.0
test1542218.run0876.load_balancing_178.log,load_balancing_178,344.6051,666.4106,669.0
test1542218.run0866.load_balancing_1780.log,load_balancing_1780,282.4974,613.9787,619.0
test1542218.run0867.load_balancing_1781.log,load_balancing_1781,342.5272,672.583,675.0
test1542218.run0868.load_balancing_1782.log,load_balancing_1782,430.4239,795.109,799.0
test1542218.run0869.load_balancing_1783.log,load_balancing_1783,405.1765,715.1221,720.0
test1542218.run0870.load_balancing_1784.log,load_balancing_1784,323.9778,640.656,643.0
test1542218.run0871.load_balancing_1785.log,load_balancing_1785,404.5237,706.7855,710.0
test1542218.run0872.load_balancing_1786.log,load_balancing_1786,357.7298,675.5059,680.0
test1542218.run0873.load_balancing_1787.log,load_balancing_1787,376.7331,717.3558,722.0
test1542218.run0874.load_balancing_1788.log,load_balancing_1788,337.8365,647.6222,653.0
test1542218.run0875.load_balancing_1789.log,load_balancing_1789,380.1716,700.2561,703.0
test1542218.run0887.load_balancing_179.log,load_balancing_179,343.6205,693.7814,696.0
test1542218.run0877.load_balancing_1790.log,load_balancing_1790,350.1952,682.6685,685.0
test1542218.run0878.load_balancing_1791.log,load_balancing_1791,428.6324,736.3836,738.0
test1542218.run0879.load_balancing_1792.log,load_balancing_1792,341.6755,676.3519,679.0
test1542218.run0880.load_balancing_1793.log,load_balancing_1793,371.721,684.5773,687.0
test1542218.run0881.load_balancing_1794.log,load_balancing_1794,391.2919,739.5125,744.0
test1542218.run0882.load_balancing_1795.log,load_balancing_1795,419.8959,729.4129,732.0
test1542218.run0883.load_balancing_1796.log,load_balancing_1796,417.1611,722.8503,726.0
test1542218.run0884.load_balancing_1797.log,load_balancing_1797,359.6041,656.8982,661.0
test1542218.run0885.load_balancing_1798.log,load_balancing_1798,319.4697,669.1439,671.0
test1542218.run0886.load_balancing_1799.log,load_balancing_1799,407.2892,725.903,731.0
test1542218.run0999.load_balancing_18.log,load_balancing_18,393.1174,708.8994,714.0
test1542218.run0899.load_balancing_180.log,load_balancing_180,421.5413,764.1757,769.0
test1542218.run0889.load_balancing_1800.log,load_balancing_1800,367.5154,702.6541,705.0
test1542218.run0890.load_balancing_1801.log,load_balancing_1801,348.5278,671.5533,675.0
test1542218.run0891.load_balancing_1802.log,load_balancing_1802,377.4508,716.7686,719.0
test1542218.run0892.load_balancing_1803.log,load_balancing_1803,354.0368,703.3664,706.0
test1542218.run0893.load_balancing_1804.log,load_balancing_1804,420.488,689.8077,693.0
test1542218.run0894.load_balancing_1805.log,load_balancing_1805,345.4723,689.2308,694.0
test1542218.run0895.load_balancing_1806.log,load_balancing_1806,404.6993,738.0235,741.0
test1542218.run0896.load_balancing_1807.log,load_balancing_1807,388.9556,688.6994,691.0
test1542218.run0897.load_balancing_1808.log,load_balancing_1808,404.1488,727.53,731.0
test1542218.run0898.load_balancing_1809.log,load_balancing_1809,349.2927,715.6319,718.0
test1542218.run0910.load_balancing_181.log,load_balancing_181,338.0331,664.013,666.0
test1542218.run0900.load_balancing_1810.log,load_balancing_1810,393.8896,693.901,696.0
test1542218.run0901.load_balancing_1811.log,load_balancing_1811,394.7296,701.8412,707.0
test1542218.run0902.load_balancing_1812.log,load_balancing_1812,372.0457,677.2003,681.0
test1542218.run0903.load_balancing_1813.log,load_balancing_1813,383.1225,697.0863,700.0
test1542218.run0904.load_balancing_1814.log,load_balancing_1814,336.3641,653.1733,656.0
test1542218.run0905.load_balancing_1815.log,load_balancing_1815,377.7506,714.707,719.0
test1542218.run0906.load_balancing_1816.log,load_balancing_1816,357.0199,662.3276,665.0
test1542218.run0907.load_balancing_1817.log,load_balancing_1817,372.0392,732.2323,735.0
test1542218.run0908.load_balancing_1818.log,load_balancing_1818,323.3707,668.9916,671.0
test1542218.run0909.load_balancing_1819.log,load_balancing_1819,377.8743,703.3391,706.0
test1542218.run0921.load_balancing_182.log,load_balancing_182,329.5403,668.4464,671.0
test1542218.run0911.load_balancing_1820.log,load_balancing_1820,380.1161,691.5469,698.0
test1542218.run0912.load_balancing_1821.log,load_balancing_1821,355.6964,689.4092,692.0
test1542218.run0913.load_balancing_1822.log,load_balancing_1822,326.7053,683.2661,685.0
test1542218.run0914.load_balancing_1823.log,load_balancing_1823,353.6882,650.9876,653.0
test1542218.run0915.load_balancing_1824.log,load_balancing_1824,395.2031,763.7952,766.0
test1542218.run0916.load_balancing_1825.log,load_balancing_1825,343.7226,668.8901,671.0
test1542218.run0917.load_balancing_1826.log,load_balancing_1826,397.2189,718.45,726.0
test1542218.run0918.load_balancing_1827.log,load_balancing_1827,426.7276,701.9637,704.0
test1542218.run0919.load_balancing_1828.log,load_balancing_1828,382.0539,715.8543,718.0
test1542218.run0920.load_balancing_1829.log,load_balancing_1829,406.9812,710.1815,713.0
test1542218.run0932.load_balancing_183.log,load_balancing_183,359.2265,646.9465,650.0
test1542218.run0922.load_balancing_1830.log,load_balancing_1830,372.5393,719.7426,722.0
test1542218.run0923.load_balancing_1831.log,load_balancing_1831,338.2496,699.5075,702.0
test1542218.run0924.load_balancing_1832.log,load_balancing_1832,404.211,702.7736,706.0
test1542218.run0925.load_balancing_1833.log,load_balancing_1833,367.8423,701.6147,707.0
test1542218.run0926.load_balancing_1834.log,load_balancing_1834,364.0728,688.3055,696.0
test1542218.run0927.load_balancing_1835.log,load_balancing_1835,438.7041,758.9429,761.0
test1542218.run0928.load_balancing_1836.log,load_balancing_1836,371.1459,736.934,739.0
test1542218.run0929.load_balancing_1837.log,load_balancing_1837,350.7904,692.6288,695.0
test1542218.run0930.load_balancing_1838.log,load_balancing_1838,363.0121,683.5247,686.0
test1542218.run0931.load_balancing_1839.log,load_balancing_1839,339.9509,708.7188,713.0
test1542218.run0943.load_balancing_184.log,load_balancing_184,366.7645,707.5504,710.0
test1542218.run0933.load_balancing_1840.log,load_balancing_1840,405.4424,744.9328,747.0
test1542218.run0934.load_balancing_1841.log,load_balancing_1841,336.7541,650.3066,655.0
test1542218.run0935.load_balancing_1842.log,load_balancing_1842,377.991,732.365,737.0
