File Name,default,TreeCutLevel-1,RootCutLevel-1,StrongBranching-1
valid_150_64_instance_905,0.11,0.12,0.11,0.11
valid_150_64_instance_986,0.12,0.13,0.12,0.12
valid_150_8_instance_164,0.54,0.36,0.25,0.42
valid_150_8_instance_238,0.39,0.31,0.32,0.38
valid_150_8_instance_275,0.41,0.37,0.46,0.37
valid_150_8_instance_30,0.78,0.4,0.49,0.67
valid_150_8_instance_370,0.41,0.39,0.36,0.47
valid_150_8_instance_386,0.8,0.55,0.61,0.66
valid_150_8_instance_418,0.68,0.49,0.43,0.69
valid_150_8_instance_487,0.45,0.37,0.32,0.46
valid_150_8_instance_52,0.35,0.3,0.31,0.34
valid_150_8_instance_573,0.34,0.34,0.28,0.33
valid_150_8_instance_645,0.68,0.61,0.67,0.6
valid_150_8_instance_681,0.61,0.41,0.48,0.59
valid_150_8_instance_683,0.52,0.47,0.53,0.5
valid_150_8_instance_798,0.55,0.55,0.58,0.64
valid_150_8_instance_833,0.49,0.38,0.43,0.63
valid_150_8_instance_948,0.71,0.56,0.66,0.74
valid_150_8_instance_960,0.31,0.31,0.34,0.41
valid_150_8_instance_979,0.33,0.36,0.3,0.28
valid_150_8_instance_985,0.82,0.48,0.59,0.59
valid_2400_4_instance_537,199.91,296.63,216.75,239.52
valid_2400_4_instance_664,444.48,622.27,365.63,470.07
valid_2400_4_instance_847,52.29,47.04,41.28,55.56
valid_300_16_instance_100,366.8,387.17,348.54,229.01
valid_300_16_instance_180,294.12,323.28,257.67,265.53
valid_300_16_instance_191,109.48,133.0,106.39,113.44
valid_300_16_instance_202,371.98,356.12,333.12,384.64
valid_300_16_instance_214,585.42,629.54,661.34,575.31
valid_300_16_instance_22,129.72,113.93,147.24,137.13
valid_300_16_instance_295,94.57,73.75,92.9,93.18
valid_300_16_instance_34,703.07,720.0,718.65,631.68
valid_300_16_instance_373,692.88,720.0,692.24,663.39
valid_300_16_instance_438,403.1,515.05,411.71,428.8
valid_300_16_instance_568,302.3,332.62,249.14,276.69
valid_300_16_instance_584,720.0,720.0,630.21,720.0
valid_300_16_instance_684,720.0,697.53,642.84,720.0
valid_300_16_instance_705,470.06,395.07,411.03,440.15
valid_300_16_instance_720,205.42,227.78,205.72,192.91
valid_300_16_instance_730,124.19,141.88,107.73,125.6
valid_300_16_instance_746,494.56,378.91,506.35,501.03
valid_300_16_instance_758,413.23,431.69,391.05,426.07
valid_300_16_instance_789,598.87,591.15,577.23,553.73
valid_300_16_instance_875,356.92,454.32,321.98,345.7
valid_300_16_instance_889,379.91,391.04,394.42,383.79
valid_300_16_instance_949,258.18,291.45,258.34,281.91
valid_300_32_instance_506,720.0,492.96,651.53,720.0
valid_300_32_instance_762,457.79,258.36,374.47,343.44
valid_300_4_instance_1,0.42,0.59,0.33,0.33
valid_300_4_instance_1000,0.18,0.19,0.19,0.19
valid_300_4_instance_208,0.2,0.22,0.17,0.19
valid_300_4_instance_22,0.27,0.34,0.23,0.28
valid_300_4_instance_343,0.12,0.11,0.12,0.1
valid_300_4_instance_441,0.31,0.24,0.2,0.29
valid_300_4_instance_449,0.18,0.18,0.23,0.18
valid_300_4_instance_455,0.15,0.15,0.16,0.19
valid_300_4_instance_484,0.22,0.22,0.22,0.2
valid_300_4_instance_495,0.11,0.12,0.11,0.12
valid_300_4_instance_503,0.05,0.05,0.05,0.05
valid_300_4_instance_583,0.16,0.16,0.14,0.13
valid_300_4_instance_596,0.11,0.12,0.09,0.11
valid_300_4_instance_637,0.24,0.28,0.25,0.26
valid_300_4_instance_643,0.15,0.13,0.14,0.13
valid_300_4_instance_666,0.29,0.24,0.27,0.29
valid_300_4_instance_679,0.22,0.25,0.2,0.18
valid_300_4_instance_789,0.29,0.33,0.27,0.33
valid_300_4_instance_822,0.17,0.17,0.17,0.17
valid_300_4_instance_872,0.26,0.29,0.27,0.28
valid_300_4_instance_888,0.18,0.27,0.26,0.2
valid_300_4_instance_911,0.28,0.34,0.28,0.29
valid_300_4_instance_95,0.21,0.19,0.22,0.2
valid_300_4_instance_954,0.16,0.18,0.2,0.16
valid_300_4_instance_959,0.14,0.12,0.12,0.12
valid_300_4_instance_975,0.16,0.16,0.15,0.18
valid_300_4_instance_983,0.14,0.13,0.16,0.14
valid_300_64_instance_136,0.27,0.25,0.26,0.27
valid_300_64_instance_139,0.34,0.32,0.31,0.26
valid_300_64_instance_239,0.26,0.25,0.25,0.26
valid_300_64_instance_248,0.27,0.26,0.3,0.24
valid_300_64_instance_267,0.32,0.31,0.33,0.29
valid_300_64_instance_315,0.35,0.32,0.32,0.32
valid_300_64_instance_337,0.29,0.3,0.31,0.31
valid_300_64_instance_351,0.3,0.31,0.29,0.32
valid_300_64_instance_526,0.3,0.36,0.34,0.32
valid_300_64_instance_60,0.27,0.33,0.29,0.28
valid_300_64_instance_810,0.31,0.32,0.29,0.31
valid_300_64_instance_812,0.26,0.29,0.28,0.32
valid_300_64_instance_874,0.27,0.28,0.27,0.27
valid_300_64_instance_889,0.3,0.24,0.27,0.28
valid_300_8_instance_105,8.78,6.26,8.11,8.76
valid_300_8_instance_193,5.84,4.04,4.86,5.69
valid_300_8_instance_197,12.97,11.63,11.75,12.52
valid_300_8_instance_204,8.09,7.09,8.38,7.9
valid_300_8_instance_260,22.57,17.36,24.95,21.18
valid_300_8_instance_28,10.83,8.27,9.12,10.68
valid_300_8_instance_280,6.25,4.3,5.57,6.06
valid_300_8_instance_290,7.52,5.34,7.97,7.48
valid_300_8_instance_313,11.65,7.65,10.8,11.54
valid_300_8_instance_346,6.96,4.95,5.88,6.8
valid_300_8_instance_368,6.28,6.35,8.14,6.47
valid_300_8_instance_381,4.38,4.24,3.72,4.63
valid_300_8_instance_48,9.48,9.55,10.78,9.3
valid_300_8_instance_489,19.78,17.47,20.21,20.69
valid_300_8_instance_641,15.97,12.73,13.66,16.45
valid_300_8_instance_673,5.0,3.78,4.99,5.08
valid_300_8_instance_692,13.31,10.03,14.1,12.36
valid_300_8_instance_706,11.91,10.4,10.13,12.5
valid_300_8_instance_709,13.63,10.6,11.84,12.21
valid_300_8_instance_763,7.27,6.39,8.25,7.26
valid_300_8_instance_826,8.22,6.98,8.51,7.83
valid_300_8_instance_942,6.82,6.13,6.4,6.89
valid_300_8_instance_975,12.52,8.38,10.92,11.68
valid_4800_2_instance_220,0.02,0.01,0.02,0.02
valid_4800_2_instance_583,0.0,0.0,0.0,0.0
valid_600_2_instance_462,0.0,0.0,0.0,0.0
valid_600_4_instance_12,0.15,0.18,0.16,0.17
valid_600_4_instance_125,1.35,1.47,1.34,1.53
valid_600_4_instance_147,4.62,3.72,3.66,4.56
valid_600_4_instance_174,0.62,0.88,0.71,0.65
valid_600_4_instance_23,1.67,1.51,1.8,1.48
valid_600_4_instance_246,1.49,1.38,1.44,1.32
valid_600_4_instance_320,0.61,0.72,0.47,0.61
valid_600_4_instance_432,0.32,0.31,0.34,0.45
valid_600_4_instance_452,0.27,0.32,0.2,0.28
valid_600_4_instance_496,1.45,1.53,1.62,1.49
valid_600_4_instance_525,0.56,0.53,0.41,0.58
valid_600_4_instance_696,0.86,1.07,0.68,0.83
valid_600_4_instance_745,2.09,1.67,1.69,2.03
valid_600_4_instance_780,0.89,0.69,0.59,0.88
valid_600_4_instance_781,0.62,0.51,0.72,0.56
valid_600_4_instance_824,0.9,1.05,0.74,0.9
valid_600_4_instance_836,0.42,0.38,0.42,0.4
valid_600_4_instance_84,0.88,0.9,0.82,0.78
valid_600_4_instance_887,0.76,0.92,0.73,0.73
valid_600_4_instance_931,0.43,0.42,0.45,0.42
valid_600_4_instance_977,0.19,0.21,0.19,0.2
valid_600_4_instance_982,1.11,1.45,1.02,1.07
valid_600_4_instance_993,0.91,0.77,0.81,0.92
